record_id,redacted_data_json,is_pii
51,"{""last_name"": ""Iyer"", ""profession"": ""Software Engineer""}",FALSE
52,"{""aadhar"": ""3456XXXX1234"", ""address_proof"": ""[REDACTED]""}",TRUE
53,"{""email"": ""support@flipkart.com"", ""ticket_id"": ""TICK456""}",FALSE
54,"{""name"": ""RXXX KXXX"", ""phone"": ""70XXXXXX89"", ""device_id"": ""ANDROID789""}",TRUE
55,"{""search_query"": ""bluetooth headphones"", ""filters"": ""price,brand""}",FALSE
56,"{""upi_id"": ""87XXX@paXXX"", ""auto_debit"": true}",TRUE
57,"{""state_code"": ""MH"", ""gst_number"": ""27ABCDE1234F1Z5""}",FALSE
58,"{""name"": ""LXXX VXXX"", ""email"": ""laXXX@cXXX.org"", ""address"": ""[REDACTED]""}",TRUE
59,"{""feature_flag"": ""new_checkout"", ""enabled"": true}",FALSE
60,"{""phone"": ""93XXXXXX12"", ""otp_verification"": ""pending""}",TRUE
61,"{""discount_code"": ""SAVE20"", ""validity"": ""2024-03-31""}",FALSE
62,"{""passport"": ""AXXXXXX3"", ""nationality"": ""[REDACTED]""}",TRUE
63,"{""first_name"": ""Rohan"", ""wishlist_count"": 15}",FALSE
64,"{""aadhar"": ""5678XXXX3456"", ""biometric_status"": ""matched""}",TRUE
65,"{""payment_gateway"": ""Razorpay"", ""transaction_fee"": 25}",FALSE
66,"{""name"": ""NXXX BXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
67,"{""inventory_id"": ""INV789"", ""stock_level"": 50}",FALSE
68,"{""upi_id"": ""buXXX@axXXX"", ""merchant_category"": ""retail""}",TRUE
69,"{""city"": ""Hyderabad"", ""weather"": ""partly_cloudy""}",FALSE
70,"{""phone"": ""84XXXXXX23"", ""call_preference"": ""evening""}",TRUE
71,"{""coupon_code"": ""FIRST10"", ""usage_count"": 1}",FALSE
72,"{""name"": ""KXXX SXXX"", ""email"": ""kaXXX@wXXX.com"", ""device_type"": ""iOS""}",TRUE
73,"{""logistics_partner"": ""BlueDart"", ""tracking_id"": ""BD123456789""}",FALSE
74,"{""passport"": ""HXXXXXX3"", ""expiry_date"": ""2030-12-15""}",TRUE
75,"{""age"": 32, ""income_bracket"": ""middle_class""}",FALSE
76,"{""aadhar"": ""6789XXXX4567"", ""mobile_linked"": true}",TRUE
77,"{""return_reason"": ""size_issue"", ""refund_amount"": 899}",FALSE
78,"{""name"": ""DXXX SXXX"", ""phone"": ""71XXXXXX90"", ""email"": ""diXXX@pXXX.com""}",TRUE
79,"{""seller_id"": ""SELLER001"", ""rating"": 4.2}",FALSE
80,"{""upi_id"": ""shXXX@hdXXX"", ""settlement_cycle"": ""T+2""}",TRUE
81,"{""recommendation_type"": ""collaborative"", ""confidence"": 0.85}",FALSE
82,"{""name"": ""MXXX AXXX"", ""address"": ""[REDACTED]"", ""email"": ""maXXX@eXXX.com""}",TRUE
83,"{""api_version"": ""v2.1"", ""response_time"": ""120ms""}",FALSE
84,"{""phone"": ""95XXXXXX23"", ""language_preference"": ""Hindi""}",TRUE
85,"{""last_name"": ""Reddy"", ""occupation"": ""Doctor""}",FALSE
86,"{""passport"": ""TXXXXXX0"", ""visa_required"": false}",TRUE
87,"{""affiliate_id"": ""AFF789"", ""commission_rate"": 5}",FALSE
88,"{""aadhar"": ""7890XXXX5678"", ""ekyc_timestamp"": ""2024-01-15T10:30:00Z""}",TRUE
89,"{""utm_source"": ""google"", ""campaign"": ""winter_sale""}",FALSE
90,"{""name"": ""AXXX RXXX"", ""email"": ""anXXX@uXXX.edu"", ""ip_address"": ""[REDACTED]""}",TRUE
91,"{""fraud_score"": 0.15, ""risk_level"": ""low""}",FALSE
92,"{""upi_id"": ""78XXX@ybXXX"", ""bank_name"": ""State Bank""}",TRUE
93,"{""search_filter"": ""electronics"", ""sort_by"": ""price_low_to_high""}",FALSE
94,"{""phone"": ""82XXXXXX90"", ""two_factor_auth"": true}",TRUE
95,"{""first_name"": ""Arun"", ""cart_value"": 2500}",FALSE
96,"{""name"": ""PXXX KXXX"", ""address"": ""[REDACTED]"", ""phone"": ""67XXXXXX45""}",TRUE
97,"{""machine_learning_model"": ""recommendation_v3"", ""accuracy"": 0.92}",FALSE
98,"{""passport"": ""RXXXXXX2"", ""place_of_issue"": ""Mumbai""}",TRUE
99,"{""city"": ""Bangalore"", ""traffic_condition"": ""moderate""}",FALSE
100,"{""aadhar"": ""8901XXXX6789"", ""consent_given"": true}",TRUE
101,"{""email"": ""newsletter@flipkart.com"", ""unsubscribe_rate"": 0.02}",FALSE
102,"{""name"": ""SXXX PXXX"", ""email"": ""suXXX@oXXX.com"", ""device_id"": ""TAB456789""}",TRUE
103,"{""performance_metric"": ""page_load_time"", ""value"": ""2.1s""}",FALSE
104,"{""upi_id"": ""quXXX@koXXX"", ""limit_daily"": 50000}",TRUE
105,"{""last_name"": ""Gupta"", ""education"": ""MBA""}",FALSE
106,"{""phone"": ""79XXXXXX67"", ""marketing_consent"": false}",TRUE
107,"{""analytics_event"": ""product_view"", ""timestamp"": ""2024-01-20T14:22:33Z""}",FALSE
108,"{""name"": ""RXXX JXXX"", ""address"": ""[REDACTED]"", ""email"": ""raXXX@wXXXe.in""}",TRUE
109,"{""cache_hit_ratio"": 0.78, ""response_cached"": true}",FALSE
110,"{""passport"": ""SXXXXXX1"", ""passport_type"": ""ordinary""}",TRUE
111,"{""first_name"": ""Vivek"", ""subscription_status"": ""active""}",FALSE
112,"{""aadhar"": ""9012XXXX7890"", ""demographic_verified"": true}",TRUE
113,"{""a_b_test"": ""checkout_flow_v2"", ""variant"": ""B""}",FALSE
114,"{""name"": ""KXXX MXXX"", ""phone"": ""83XXXXXX01"", ""email"": ""kaXXX@gXXX.com""}",TRUE
115,"{""geo_location"": ""lat:12.9716,lng:77.5946"", ""accuracy"": ""10m""}",FALSE
116,"{""upi_id"": ""65XXX@paXXX"", ""merchant_type"": ""individual""}",TRUE
117,"{""database_query"": ""SELECT * FROM products"", ""execution_time"": ""45ms""}",FALSE
118,"{""phone"": ""98XXXXXX10"", ""device_brand"": ""Samsung""}",TRUE
119,"{""last_name"": ""Singh"", ""marital_status"": ""married""}",FALSE
120,"{""name"": ""AXXX PXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
121,"{""content_type"": ""application/json"", ""encoding"": ""utf-8""}",FALSE
122,"{""passport"": ""QXXXXXX9"", ""biometric_enrolled"": true}",TRUE
123,"{""city"": ""Coimbatore"", ""pincode"": ""641001""}",FALSE
124,"{""aadhar"": ""0123XXXX8901"", ""otp_verified"": true}",TRUE
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",FALSE
126,"{""name"": ""GXXX RXXX"", ""email"": ""geXXX@cXXX.com"", ""device_type"": ""Desktop""}",TRUE
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",FALSE
128,"{""upi_id"": ""shXXX@icXXX"", ""autopay_enabled"": false}",TRUE
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",FALSE
130,"{""phone"": ""74XXXXXX12"", ""carrier"": ""Airtel""}",TRUE
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",FALSE
132,"{""name"": ""SXXX KXXX"", ""address"": ""[REDACTED]"", ""phone"": ""80XXXXXX79""}",TRUE
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",FALSE
134,"{""passport"": ""BXXXXXX3"", ""emergency_contact"": ""+91-9876543210""}",TRUE
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",FALSE
136,"{""aadhar"": ""1234XXXX7654"", ""photo_verification"": ""passed""}",TRUE
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",FALSE
138,"{""name"": ""HXXX KXXX"", ""email"": ""haXXX@tXXX.org"", ""ip_address"": ""[REDACTED]""}",TRUE
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",FALSE
140,"{""upi_id"": ""54XXX@ybXXX"", ""transaction_limit"": 100000}",TRUE
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",FALSE
142,"{""phone"": ""91XXXXXX89"", ""roaming_status"": false}",TRUE
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",FALSE
144,"{""name"": ""RXXX SXXX"", ""address"": ""[REDACTED]"", ""email"": ""riXXX@cXXX.net""}",TRUE
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",FALSE
146,"{""passport"": ""NXXXXXX7"", ""pages_remaining"": 28}",TRUE
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",FALSE
148,"{""aadhar"": ""2345XXXX8765"", ""fingerprint_matched"": true}",TRUE
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",FALSE
150,"{""name"": ""PXXX CXXX"", ""phone"": ""78XXXXXX56"", ""email"": ""prXXX@pXXXl.in""}",TRUE
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",FALSE
152,"{""upi_id"": ""faXXX@sbXXX"", ""beneficiary_count"": 3}",TRUE
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",FALSE
154,"{""phone"": ""85XXXXXX23"", ""do_not_disturb"": true}",TRUE
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",FALSE
156,"{""name"": ""AXXX BXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",FALSE
158,"{""passport"": ""GXXXXXX9"", ""sponsor_required"": false}",TRUE
159,"{""city"": ""Indore"", ""region"": ""Central India""}",FALSE
160,"{""aadhar"": ""3456XXXX9876"", ""iris_scan"": ""verified""}",TRUE
161,"{""email"": ""admin@system.com"", ""role"": ""system_admin""}",FALSE
162,"{""name"": ""SXXX JXXX"", ""email"": ""saXXX@wXXX.com"", ""device_id"": ""LAPTOP123""}",TRUE
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",FALSE
164,"{""upi_id"": ""43XXX@okXXX"", ""insurance_linked"": true}",TRUE
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",FALSE
166,"{""phone"": ""92XXXXXX90"", ""backup_number"": ""+91-8765432109""}",TRUE
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",FALSE
168,"{""name"": ""VXXX AXXX"", ""address"": ""[REDACTED]"", ""phone"": ""73XXXXXX01""}",TRUE
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",FALSE
170,"{""passport"": ""FXXXXXX3"", ""travel_history"": ""USA,UAE,UK""}",TRUE
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",FALSE
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",FALSE
174,"{""name"": ""AXXX VXXX"", ""email"": ""anXXX@oXXXe.in"", ""ip_address"": ""[REDACTED]""}",TRUE
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",FALSE
176,"{""upi_id"": ""waXXX@phXXX"", ""balance_inquiry"": true}",TRUE
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",FALSE
178,"{""phone"": ""89XXXXXX67"", ""international_roaming"": false}",TRUE
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",FALSE
180,"{""name"": ""SXXX DXXX"", ""address"": ""[REDACTED]"", ""email"": ""suXXX@eXXX.org""}",TRUE
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",FALSE
182,"{""passport"": ""VXXXXXX0"", ""diplomatic_status"": false}",TRUE
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",FALSE
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",FALSE
186,"{""name"": ""RXXX SXXX"", ""phone"": ""67XXXXXX45"", ""email"": ""riXXX@cXXX.com""}",TRUE
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",FALSE
188,"{""upi_id"": ""32XXX@paXXX"", ""pin_change_required"": false}",TRUE
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",FALSE
190,"{""phone"": ""76XXXXXX34"", ""fiber_connection"": true}",TRUE
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",FALSE
192,"{""name"": ""KXXX RXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",FALSE
194,"{""passport"": ""JXXXXXX0"", ""minor_dependent"": false}",TRUE
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",FALSE
196,"{""aadhar"": ""6789XXXX2109"", ""family_head"": true}",TRUE
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",FALSE
198,"{""name"": ""AXXX TXXX"", ""email"": ""abXXX@wXXX.com"", ""device_type"": ""Mobile""}",TRUE
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",FALSE
200,"{""upi_id"": ""saXXX@unXXX"", ""interest_rate"": 3.5}",TRUE
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",FALSE
202,"{""phone"": ""90XXXXXX78"", ""plan_type"": ""postpaid""}",TRUE
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",FALSE
204,"{""name"": ""RXXX MXXX"", ""address"": ""[REDACTED]"", ""phone"": ""81XXXXXX90""}",TRUE
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",FALSE
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",FALSE
208,"{""aadhar"": ""7890XXXX3210"", ""nomination_updated"": true}",TRUE
209,"{""terraform_state"": ""applied"", ""resources"": 23}",FALSE
210,"{""name"": ""SXXX SXXX"", ""email"": ""shXXX@pXXX.com"", ""ip_address"": ""[REDACTED]""}",TRUE
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",FALSE
212,"{""upi_id"": ""21XXX@ybXXX"", ""kyc_level"": ""full""}",TRUE
213,"{""city"": ""Vadodara"", ""population"": 1670000}",FALSE
214,"{""phone"": ""84XXXXXX12"", ""signal_strength"": ""-65dBm""}",TRUE
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",FALSE
216,"{""name"": ""MXXX DXXX"", ""address"": ""[REDACTED]"", ""email"": ""maXXX@bXXX.com""}",TRUE
217,"{""docker_compose"": ""version_3"", ""services"": 8}",FALSE
218,"{""passport"": ""IXXXXXX2"", ""blood_type"": ""A+""}",TRUE
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",FALSE
220,"{""aadhar"": ""8901XXXX4321"", ""senior_citizen"": false}",TRUE
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",FALSE
222,"{""name"": ""NXXX SXXX"", ""phone"": ""72XXXXXX90"", ""email"": ""niXXX@tXXXh.in""}",TRUE
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",FALSE
224,"{""upi_id"": ""buXXX@yeXXX"", ""gst_registered"": true}",TRUE
225,"{""city"": ""Surat"", ""textile_hub"": true}",FALSE
226,"{""phone"": ""93XXXXXX12"", ""voicemail_enabled"": false}",TRUE
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",FALSE
228,"{""name"": ""KXXX KXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",FALSE
230,"{""passport"": ""OXXXXXX7"", ""dual_citizenship"": false}",TRUE
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",FALSE
232,"{""aadhar"": ""9012XXXX5432"", ""disability_certificate"": false}",TRUE
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",FALSE
234,"{""name"": ""SXXX NXXX"", ""email"": ""swXXX@uXXXc.in"", ""device_id"": ""STU789123""}",TRUE
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",FALSE
236,"{""upi_id"": ""10XXX@paXXX"", ""fraud_alert"": false}",TRUE
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",FALSE
238,"{""phone"": ""86XXXXXX34"", ""emergency_contact"": true}",TRUE
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",FALSE
240,"{""name"": ""GXXX PXXX"", ""address"": ""[REDACTED]"", ""phone"": ""68XXXXXX57""}",TRUE
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",FALSE
242,"{""passport"": ""UXXXXXX9"", ""organ_donor"": true}",TRUE
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",FALSE
244,"{""aadhar"": ""0123XXXX6543"", ""pan_linked"": true}",TRUE
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",FALSE
246,"{""name"": ""TXXX GXXX"", ""email"": ""taXXX@sXXXp.io"", ""ip_address"": ""[REDACTED]""}",TRUE
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",FALSE
248,"{""upi_id"": ""09XXX@okXXX"", ""reward_points"": 2500}",TRUE
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",FALSE
250,"{""phone"": ""77XXXXXX45"", ""data_plan"": ""unlimited""}",TRUE
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",FALSE
252,"{""name"": ""VXXX DXXX"", ""address"": ""[REDACTED]"", ""email"": ""vaXXX@aXXX.com""}",TRUE
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",FALSE
254,"{""passport"": ""ZXXXXXX0"", ""machine_readable"": true}",TRUE
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",FALSE
256,"{""aadhar"": ""1234XXXX5432"", ""uan_linked"": true}",TRUE
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",FALSE
258,"{""name"": ""RXXX DXXX"", ""phone"": ""98XXXXXX10"", ""email"": ""riXXX@fXXXm.in""}",TRUE
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",FALSE
260,"{""upi_id"": ""98XXX@ibXXX"", ""standing_instruction"": true}",TRUE
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",FALSE
262,"{""phone"": ""61XXXXXX89"", ""hotspot_enabled"": true}",TRUE
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",FALSE
264,"{""name"": ""SXXX TXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",FALSE
266,"{""passport"": ""WXXXXXX3"", ""special_endorsement"": false}",TRUE
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",FALSE
268,"{""aadhar"": ""2345XXXX6543"", ""ration_card_linked"": true}",TRUE
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",FALSE
270,"{""name"": ""AXXX BXXX"", ""email"": ""alXXX@bXXXd.in"", ""device_type"": ""iPhone""}",TRUE
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",FALSE
272,"{""upi_id"": ""87XXX@ybXXX"", ""max_transaction_limit"": 200000}",TRUE
273,"{""city"": ""Dehradun"", ""hill_station"": true}",FALSE
274,"{""phone"": ""95XXXXXX23"", ""call_forwarding"": false}",TRUE
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",FALSE
276,"{""name"": ""DXXX PXXX"", ""address"": ""[REDACTED]"", ""phone"": ""89XXXXXX67""}",TRUE
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",FALSE
278,"{""passport"": ""EXXXXXX1"", ""chip_enabled"": true}",TRUE
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",FALSE
280,"{""aadhar"": ""3456XXXX6543"", ""voter_id_linked"": true}",TRUE
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",FALSE
282,"{""name"": ""RXXX KXXX"", ""email"": ""raXXX@mXXX.com"", ""ip_address"": ""[REDACTED]""}",TRUE
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",FALSE
284,"{""upi_id"": ""76XXX@paXXX"", ""mobile_banking"": true}",TRUE
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",FALSE
286,"{""phone"": ""82XXXXXX90"", ""wifi_calling"": true}",TRUE
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",FALSE
288,"{""name"": ""HXXX RXXX"", ""address"": ""[REDACTED]"", ""email"": ""hrXXX@sXXXr.in""}",TRUE
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",FALSE
290,"{""passport"": ""DXXXXXX9"", ""photo_biometric"": true}",TRUE
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",FALSE
292,"{""aadhar"": ""4567XXXX6543"", ""driving_license_linked"": true}",TRUE
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",FALSE
294,"{""name"": ""KXXX KXXX"", ""phone"": ""71XXXXXX90"", ""email"": ""kaXXX@aXXX.com""}",TRUE
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",FALSE
296,"{""upi_id"": ""65XXX@okXXX"", ""joint_account"": false}",TRUE
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",FALSE
298,"{""phone"": ""97XXXXXX45"", ""conference_calling"": true}",TRUE
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",FALSE
300,"{""name"": ""PXXX CXXX"", ""address"": ""[REDACTED]"", ""ip_address"": ""[REDACTED]""}",TRUE
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",FALSE
302,"{""passport"": ""KXXXXXX4"", ""rfid_enabled"": true}",TRUE
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",FALSE
304,"{""aadhar"": ""5678XXXX2109"", ""health_insurance_linked"": true}",TRUE
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",FALSE
306,"{""name"": ""AXXX KXXX"", ""email"": ""akXXX@aXXXo.in"", ""device_id"": ""ACTOR123""}",TRUE
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",FALSE
308,"{""upi_id"": ""54XXX@ybXXX"", ""credit_card_linked"": true}",TRUE
309,"{""city"": ""Ooty"", ""tea_gardens"": true}",FALSE
310,"{""phone"": ""80XXXXXX78"", ""5g_enabled"": true}",TRUE
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",FALSE
312,"{""name"": ""SXXX KXXX"", ""address"": ""[REDACTED]"", ""phone"": ""91XXXXXX80""}",TRUE
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",FALSE
314,"{""passport"": ""MXXXXXX1"", ""biometric_exit"": true}",TRUE
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",FALSE
